DATE,TIME,FREQ,R,G,B
2012-10-19,16:40,3,0,0,1
2012-10-19,17:00,2,0,0,1
2012-10-19,18:00,3,0,0,1
2012-10-19,18:50,1,0,0,1
2012-10-19,19:00,1,0,0,1
2012-10-19,19:10,2,0,0,1
2012-10-19,19:20,2,0,0,1
2012-10-19,19:30,3,0,0,1
2012-10-19,19:40,1,0,0,1
2012-10-19,19:50,1,0,0,1
2012-10-19,20:10,3,0,0,1
2012-10-19,20:20,4,0,0,1
2012-10-19,20:30,2,0,0,1
2012-10-21,00:20,3,0,0,1
2012-10-21,14:40,1,0,0,1
2012-10-21,17:30,1,0,0,1
2012-10-21,22:30,1,0,0,1
2012-10-22,14:00,1,0,0,1
2012-10-22,14:10,1,0,0,1
2012-10-22,14:20,2,0,0,1
2012-10-22,14:30,1,0,0,1
2012-10-22,14:40,1,0,0,1
2012-10-22,15:10,1,0,0,1
2012-10-22,15:20,1,0,0,1
2012-10-22,16:10,2,0,0,1
2012-10-22,16:20,1,0,0,1
2012-10-22,16:40,1,0,0,1
2012-10-22,17:00,1,0,0,1
2012-10-22,19:00,1,0,0,1
2012-10-22,19:20,1,0,0,1
2012-10-22,19:50,1,0,0,1
2012-10-22,20:10,1,0,0,1
2012-10-22,20:40,3,0,0,1
2012-10-22,21:00,1,0,0,1
2012-10-22,21:10,1,0,0,1
2012-10-22,21:20,1,0,0,1
2012-10-22,21:30,1,0,0,1
2012-10-23,00:10,1,0,0,1
2012-10-23,01:00,2,0,0,1
2012-10-23,01:10,1,0,0,1
2012-10-23,11:10,3,0,0,1
2012-10-23,12:50,1,0,0,1
2012-10-23,13:20,1,0,0,1
2012-10-23,14:00,1,0,0,1
2012-10-23,14:10,1,0,0,1
2012-10-23,15:10,1,0,0,1
2012-10-23,16:00,1,0,0,1
2012-10-23,16:30,1,0,0,1
2012-10-23,16:40,1,0,0,1
2012-10-23,16:50,1,0,0,1
2012-10-23,17:10,1,0,0,1
2012-10-23,18:00,1,0,0,1
2012-10-23,18:10,2,0,0,1
2012-10-23,18:30,1,0,0,1
2012-10-23,18:40,1,0,0,1
2012-10-23,19:50,1,0,0,1
2012-10-23,20:30,3,0,0,1
2012-10-23,20:40,2,0,0,1
2012-10-23,21:10,1,0,0,1
2012-10-24,13:10,1,0,0,1
2012-10-24,13:20,1,0,0,1
2012-10-24,16:00,1,0,0,1
2012-10-24,21:20,2,0,0,1
2012-10-24,21:30,3,0,0,1
2012-10-24,21:40,5,0,0,1
2012-10-24,21:50,1,0,0,1
2012-10-24,22:00,1,0,0,1
2012-10-25,12:50,2,0,0,1
2012-10-25,13:00,1,0,0,1
2012-10-25,15:50,2,0,0,1
2012-10-25,16:10,1,0,0,1
2012-10-25,16:20,2,0,0,1
2012-10-25,16:30,1,0,0,1
2012-10-25,16:40,3,0,0,1
2012-10-25,16:50,1,0,0,1
2012-10-25,17:00,1,0,0,1
2012-10-25,17:50,2,0,0,1
2012-10-25,18:00,1,0,0,1
2012-10-25,18:10,1,0,0,1
2012-10-25,18:40,1,0,0,1
2012-10-25,19:30,1,0,0,1
2012-10-25,19:40,1,0,0,1
2012-10-25,20:10,1,0,0,1
2012-10-25,20:20,1,0,0,1
2012-10-25,20:40,1,0,0,1
2012-10-25,21:00,1,0,0,1
2012-10-26,12:50,1,0,0,1
2012-10-26,13:50,2,0,0,1
2012-10-26,14:00,3,0,0,1
2012-10-26,14:30,1,0,0,1
2012-10-26,14:40,3,0,0,1
2012-10-26,14:50,5,0,0,1
2012-10-26,15:00,3,0,0,1
2012-10-26,15:10,3,0,0,1
2012-10-26,15:20,1,0,0,1
2012-10-26,15:30,1,0,0,1
2012-10-26,15:40,2,0,0,1
2012-10-26,15:50,1,0,0,1
2012-10-26,17:00,1,0,0,1
2012-10-26,18:30,2,0,0,1
2012-10-26,18:40,2,0,0,1
2012-10-26,18:50,1,0,0,1
2012-10-26,19:10,1,0,0,1
2012-10-26,19:30,1,0,0,1
2012-10-26,19:50,3,0,0,1
2012-10-26,20:00,2,0,0,1
2012-10-26,20:20,3,0,0,1
2012-10-26,20:30,1,0,0,1
2012-10-26,20:40,1,0,0,1
2012-10-27,11:00,2,0,0,1
2012-10-27,19:20,1,0,0,1
2012-10-27,19:40,3,0,0,1
2012-10-28,14:10,1,0,0,1
2012-10-28,15:50,2,0,0,1
2012-10-28,16:00,1,0,0,1
2012-10-29,16:20,1,0,0,1
2012-10-29,16:30,1,0,0,1
2012-10-29,17:00,1,0,0,1
2012-10-29,17:50,1,0,0,1
2012-10-29,18:10,1,0,0,1
2012-10-29,18:20,1,0,0,1
2012-10-29,19:10,2,0,0,1
2012-10-30,13:00,1,0,0,1
2012-10-30,13:30,1,0,0,1
2012-10-30,14:00,3,0,0,1
2012-10-30,14:20,1,0,0,1
2012-10-30,15:40,2,0,0,1
2012-10-30,16:40,1,0,0,1
2012-10-30,17:10,2,0,0,1
2012-10-30,17:20,2,0,0,1
2012-10-30,17:30,1,0,0,1
2012-10-30,17:40,3,0,0,1
2012-10-30,17:50,1,0,0,1
2012-10-30,18:00,1,0,0,1
2012-10-30,18:10,1,0,0,1
2012-10-30,18:30,1,0,0,1
2012-10-30,18:50,2,0,0,1
2012-10-30,19:00,2,0,0,1
2012-10-30,19:40,1,0,0,1
2012-10-31,14:30,3,0,0,1
2012-10-31,16:10,2,0,0,1
2012-10-31,17:00,2,0,0,1
2012-10-31,17:10,1,0,0,1
2012-10-31,18:20,1,0,0,1
2012-10-31,19:00,3,0,0,1
2012-10-31,19:10,2,0,0,1
2012-10-31,19:20,1,0,0,1
2012-10-31,19:30,1,0,0,1
2012-10-31,19:50,3,0,0,1
2012-10-31,20:00,1,0,0,1
2012-10-31,20:40,2,0,0,1
2012-10-31,20:50,2,0,0,1
2012-10-31,21:00,1,0,0,1
2012-10-31,21:10,1,0,0,1
2012-11-01,13:50,1,0,0,1
2012-11-01,14:00,1,0,0,1
2012-11-01,14:10,1,0,0,1
2012-11-01,14:20,3,0,0,1
2012-11-01,14:40,1,0,0,1
2012-11-01,15:00,1,0,0,1
2012-11-01,15:10,1,0,0,1
2012-11-01,17:10,1,0,0,1
2012-11-02,13:50,2,0,0,1
2012-11-02,14:10,1,0,0,1
2012-11-02,14:30,1,0,0,1
2012-11-02,14:40,1,0,0,1
2012-11-02,14:50,1,0,0,1
2012-11-02,15:30,2,0,0,1
2012-11-02,15:40,2,0,0,1
2012-11-02,15:50,2,0,0,1
2012-11-02,16:20,1,0,0,1
2012-11-02,17:00,1,0,0,1
2012-11-02,17:10,2,0,0,1
2012-11-02,18:20,3,0,0,1
2012-11-02,18:30,2,0,0,1
2012-11-02,18:40,1,0,0,1
2012-11-02,18:50,2,0,0,1
2012-11-02,19:00,1,0,0,1
2012-11-02,19:10,1,0,0,1
2012-11-02,19:20,1,0,0,1
2012-11-02,19:40,4,0,0,1
2012-11-02,19:50,2,0,0,1
2012-11-02,20:00,1,0,0,1
2012-11-02,23:20,1,0,0,1
2012-11-03,17:20,1,0,0,1
2012-11-03,17:50,1,0,0,1
2012-11-04,00:00,1,0,0,1
2012-11-04,00:10,1,0,0,1
2012-11-04,01:00,1,0,0,1
2012-11-04,16:40,3,0,0,1
2012-11-04,18:50,1,0,0,1
2012-11-04,22:00,1,0,0,1
2012-11-05,03:30,1,0,0,1
2012-11-05,14:20,4,0,0,1
2012-11-05,15:20,1,0,0,1
2012-11-05,15:30,2,0,0,1
2012-11-05,15:50,1,0,0,1
2012-11-05,16:00,1,0,0,1
2012-11-05,16:50,1,0,0,1
2012-11-05,17:00,1,0,0,1
2012-11-05,17:40,1,0,0,1
2012-11-05,18:50,1,0,0,1
2012-11-05,19:10,1,0,0,1
2012-11-05,19:20,1,0,0,1
2012-11-05,19:30,3,0,0,1
2012-11-05,19:50,2,0,0,1
2012-11-05,20:00,2,0,0,1
2012-11-05,20:20,2,0,0,1
2012-11-05,20:40,1,0,0,1
2012-11-05,21:00,3,0,0,1
2012-11-05,21:10,3,0,0,1
2012-11-05,21:20,1,0,0,1
2012-11-05,21:30,3,0,0,1
2012-11-05,21:40,2,0,0,1
2012-11-05,22:00,1,0,0,1
2012-11-06,13:00,1,0,0,1
2012-11-06,14:30,1,0,0,1
2012-11-06,14:40,1,0,0,1
2012-11-06,14:50,2,0,0,1
2012-11-06,15:00,1,0,0,1
2012-11-06,15:10,1,0,0,1
2012-11-06,15:30,1,0,0,1
2012-11-06,16:20,3,0,0,1
2012-11-06,18:30,1,0,0,1
2012-11-06,19:10,2,0,0,1
2012-11-06,19:20,3,0,0,1
2012-11-06,19:40,3,0,0,1
2012-11-06,19:50,2,0,0,1
2012-11-06,20:00,2,0,0,1
2012-11-06,20:20,2,0,0,1
2012-11-06,20:30,1,0,0,1
2012-11-06,20:40,2,0,0,1
2012-11-06,20:50,1,0,0,1
2012-11-06,21:10,2,0,0,1
2012-11-06,21:20,3,0,0,1
2012-11-06,21:30,2,0,0,1
2012-11-07,00:00,1,0,0,1
2012-11-07,04:20,1,0,0,1
2012-11-07,04:30,3,0,0,1
2012-11-07,04:40,3,0,0,1
2012-11-07,04:50,1,0,0,1
2012-11-07,16:10,3,0,0,1
2012-11-07,16:40,1,0,0,1
2012-11-07,16:50,2,0,0,1
2012-11-07,17:00,1,0,0,1
2012-11-07,17:10,3,0,0,1
2012-11-07,17:20,3,0,0,1
2012-11-07,18:00,1,0,0,1
2012-11-07,19:00,1,0,0,1
2012-11-07,19:20,1,0,0,1
2012-11-07,20:30,1,0,0,1
2012-11-07,20:50,2,0,0,1
2012-11-07,21:00,1,0,0,1
2012-11-07,21:10,2,0,0,1
2012-11-07,21:20,1,0,0,1
2012-11-07,21:30,1,0,0,1
2012-11-08,16:00,1,0,0,1
2012-11-08,16:30,2,0,0,1
2012-11-08,19:00,1,0,0,1
2012-11-08,19:10,1,0,0,1
2012-11-08,19:20,1,0,0,1
2012-11-08,19:40,1,0,0,1
2012-11-08,19:50,1,0,0,1
2012-11-08,20:10,1,0,0,1
2012-11-08,20:40,1,0,0,1
2012-11-08,20:50,1,0,0,1
2012-11-08,21:10,1,0,0,1
2012-11-08,21:50,1,0,0,1
2012-11-08,22:00,1,0,0,1
2012-11-08,22:10,2,0,0,1
2012-11-08,22:40,1,0,0,1
2012-11-08,22:50,1,0,0,1
2012-11-09,14:50,1,0,0,1
2012-11-09,15:20,1,0,0,1
2012-11-09,18:30,2,0,0,1
2012-11-09,18:40,1,0,0,1
2012-11-09,18:50,1,0,0,1
2012-11-09,19:00,1,0,0,1
2012-11-09,19:20,1,0,0,1
2012-11-09,19:30,2,0,0,1
2012-11-09,19:40,5,0,0,1
2012-11-09,19:50,1,0,0,1
2012-11-09,20:00,2,0,0,1
2012-11-09,21:00,1,0,0,1
2012-11-10,14:50,2,0,0,1
2012-11-10,15:10,1,0,0,1
2012-11-10,15:20,2,0,0,1
2012-11-10,15:30,2,0,0,1
2012-11-10,17:00,3,0,0,1
2012-11-11,13:50,2,0,0,1
2012-11-12,17:40,1,0,0,1
2012-11-12,19:10,1,0,0,1
2012-11-12,19:40,2,0,0,1
2012-11-12,20:20,1,0,0,1
2012-11-12,20:30,1,0,0,1
2012-11-12,21:10,1,0,0,1
2012-11-12,22:00,1,0,0,1
2012-11-13,14:20,1,0,0,1
2012-11-13,14:50,1,0,0,1
2012-11-13,16:10,2,0,0,1
2012-11-13,18:10,1,0,0,1
2012-11-13,18:20,2,0,0,1
2012-11-13,19:10,1,0,0,1
2012-11-13,19:40,2,0,0,1
2012-11-13,20:20,3,0,0,1
2012-11-13,20:50,1,0,0,1
2012-11-13,21:00,3,0,0,1
2012-11-13,21:20,1,0,0,1
2012-11-14,17:20,1,0,0,1
2012-11-14,17:30,1,0,0,1
2012-11-14,18:10,1,0,0,1
2012-11-14,18:20,1,0,0,1
2012-11-14,18:40,1,0,0,1
2012-11-14,18:50,1,0,0,1
2012-11-14,19:40,2,0,0,1
2012-11-14,20:20,1,0,0,1
2012-11-14,20:40,1,0,0,1
2012-11-14,20:50,1,0,0,1
2012-11-14,21:10,1,0,0,1
2012-11-14,21:30,2,0,0,1
2012-11-14,21:40,1,0,0,1
2012-11-14,23:50,1,0,0,1
2012-11-15,16:20,1,0,0,1
2012-11-15,16:30,1,0,0,1
2012-11-15,16:50,7,0,0,1
2012-11-15,17:00,1,0,0,1
2012-11-15,17:10,1,0,0,1
2012-11-15,17:20,2,0,0,1
2012-11-15,17:50,1,0,0,1
2012-11-15,18:30,1,0,0,1
2012-11-15,19:00,1,0,0,1
2012-11-15,19:20,1,0,0,1
2012-11-15,20:10,2,0,0,1
2012-11-15,20:20,2,0,0,1
2012-11-15,20:30,5,0,0,1
2012-11-15,20:40,2,0,0,1
2012-11-15,20:50,1,0,0,1
2012-11-15,21:00,1,0,0,1
2012-11-16,18:00,1,0,0,1
2012-11-16,18:30,1,0,0,1
2012-11-16,18:50,1,0,0,1
2012-11-16,20:20,1,0,0,1
2012-11-16,20:30,1,0,0,1
2012-11-16,20:50,1,0,0,1
2012-11-16,21:20,1,0,0,1
2012-11-16,22:10,1,0,0,1
2012-11-16,22:20,1,0,0,1
2012-11-19,15:40,2,0,0,1
2012-11-19,16:00,1,0,0,1
2012-11-19,16:20,4,0,0,1
2012-11-19,16:40,1,0,0,1
2012-11-19,17:30,1,0,0,1
2012-11-19,18:00,6,0,0,1
2012-11-19,19:20,2,0,0,1
2012-11-19,20:40,1,0,0,1
2012-11-19,21:20,1,0,0,1
2012-11-19,22:00,1,0,0,1
2012-11-19,22:10,2,0,0,1
2012-11-20,14:00,2,0,0,1
2012-11-20,14:40,2,0,0,1
2012-11-20,15:00,1,0,0,1
2012-11-20,15:10,1,0,0,1
2012-11-20,15:50,2,0,0,1
2012-11-20,16:00,1,0,0,1
2012-11-20,16:20,1,0,0,1
2012-11-20,18:40,1,0,0,1
2012-11-20,19:00,1,0,0,1
2012-11-20,19:10,1,0,0,1
2012-11-20,19:20,2,0,0,1
2012-11-20,19:30,1,0,0,1
2012-11-20,19:40,2,0,0,1
2012-11-20,20:10,1,0,0,1
2012-11-20,20:30,1,0,0,1
2012-11-20,21:20,5,0,0,1
2012-11-20,21:30,1,0,0,1
2012-11-20,21:50,5,0,0,1
2012-11-21,13:30,1,0,0,1
2012-11-21,14:30,1,0,0,1
2012-11-21,16:20,2,0,0,1
2012-11-21,16:50,1,0,0,1
2012-11-21,19:00,1,0,0,1
2012-11-21,19:10,1,0,0,1
2012-11-21,19:20,1,0,0,1
2012-11-21,20:00,2,0,0,1
2012-11-21,20:10,1,0,0,1
2012-11-21,20:20,1,0,0,1
2012-11-21,20:30,1,0,0,1
2012-11-21,21:20,1,0,0,1
2012-11-21,21:40,1,0,0,1
2012-11-25,00:10,3,0,0,1
2012-11-25,00:20,1,0,0,1
2012-11-26,16:50,1,0,0,1
2012-11-26,17:30,1,0,0,1
2012-11-26,17:50,1,0,0,1
2012-11-26,18:00,1,0,0,1
2012-11-26,19:50,1,0,0,1
2012-11-26,20:00,1,0,0,1
2012-11-26,20:20,2,0,0,1
2012-11-26,21:10,1,0,0,1
2012-11-26,21:20,2,0,0,1
2012-11-27,13:50,1,0,0,1
2012-11-27,14:50,1,0,0,1
2012-11-27,16:10,1,0,0,1
2012-11-27,18:10,2,0,0,1
2012-11-27,18:40,1,0,0,1
2012-11-27,18:50,2,0,0,1
2012-11-27,19:00,3,0,0,1
2012-11-27,19:10,1,0,0,1
2012-11-27,19:20,2,0,0,1
2012-11-27,20:00,1,0,0,1
2012-11-27,20:10,1,0,0,1
2012-11-27,20:40,1,0,0,1
2012-11-27,21:30,3,0,0,1
2012-11-27,23:40,1,0,0,1
2012-11-28,14:40,1,0,0,1
2012-11-28,14:50,3,0,0,1
2012-11-28,15:00,1,0,0,1
2012-11-28,15:10,1,0,0,1
2012-11-28,16:20,2,0,0,1
2012-11-28,16:40,3,0,0,1
2012-11-28,16:50,1,0,0,1
2012-11-28,17:20,1,0,0,1
2012-11-28,18:40,1,0,0,1
2012-11-28,18:50,1,0,0,1
2012-11-28,19:00,1,0,0,1
2012-11-28,19:20,1,0,0,1
2012-11-28,19:50,1,0,0,1
2012-11-28,20:20,1,0,0,1
2012-11-28,20:30,1,0,0,1
2012-11-28,20:40,2,0,0,1
2012-11-28,21:20,1,0,0,1
2012-11-28,21:30,1,0,0,1
2012-11-28,21:50,3,0,0,1
2012-11-28,22:00,1,0,0,1
2012-11-29,13:40,2,0,0,1
2012-11-29,14:30,1,0,0,1
2012-11-29,14:40,1,0,0,1
2012-11-29,14:50,3,0,0,1
2012-11-29,15:00,1,0,0,1
2012-11-29,15:20,1,0,0,1
2012-11-29,16:30,1,0,0,1
2012-11-29,17:10,1,0,0,1
2012-11-29,17:20,1,0,0,1
2012-11-29,17:40,1,0,0,1
2012-11-29,18:00,1,0,0,1
2012-11-29,18:30,1,0,0,1
2012-11-29,19:10,3,0,0,1
2012-11-29,19:30,1,0,0,1
2012-11-29,20:10,1,0,0,1
2012-11-29,20:20,1,0,0,1
2012-11-29,20:50,1,0,0,1
2012-11-29,21:10,1,0,0,1
2012-11-29,21:20,1,0,0,1
2012-11-29,21:40,1,0,0,1
2012-11-30,13:50,1,0,0,1
2012-11-30,16:40,2,0,0,1
2012-11-30,16:50,1,0,0,1
2012-11-30,17:10,2,0,0,1
2012-11-30,17:20,3,0,0,1
2012-11-30,19:00,1,0,0,1
2012-11-30,19:40,1,0,0,1
2012-11-30,19:50,1,0,0,1
2012-11-30,20:00,1,0,0,1
2012-11-30,20:10,1,0,0,1
2012-11-30,20:20,1,0,0,1
2012-11-30,20:40,2,0,0,1
2012-11-30,20:50,1,0,0,1
2012-11-30,21:10,1,0,0,1
2012-11-30,21:20,1,0,0,1
2012-12-03,15:40,2,0,0,1
2012-12-03,15:50,2,0,0,1
2012-12-03,18:00,1,0,0,1
2012-12-03,19:50,1,0,0,1
2012-12-03,20:00,1,0,0,1
2012-12-03,20:10,1,0,0,1
2012-12-03,20:20,1,0,0,1
2012-12-03,20:40,1,0,0,1
2012-12-03,20:50,1,0,0,1
2012-12-03,21:00,3,0,0,1
2012-12-03,21:10,1,0,0,1
2012-12-03,21:40,1,0,0,1
2012-12-03,22:00,1,0,0,1
2012-12-04,14:20,1,0,0,1
2012-12-04,14:30,1,0,0,1
2012-12-04,15:00,2,0,0,1
2012-12-04,15:40,1,0,0,1
2012-12-04,16:20,2,0,0,1
2012-12-04,16:40,3,0,0,1
2012-12-04,18:30,1,0,0,1
2012-12-04,18:40,1,0,0,1
2012-12-04,19:10,1,0,0,1
2012-12-04,19:20,3,0,0,1
2012-12-04,19:40,1,0,0,1
2012-12-04,20:00,2,0,0,1
2012-12-04,20:20,1,0,0,1
2012-12-04,20:40,1,0,0,1
2012-12-04,20:50,1,0,0,1
2012-12-04,21:20,4,0,0,1
2012-12-04,22:00,1,0,0,1
2012-12-05,13:40,1,0,0,1
2012-12-05,14:00,1,0,0,1
2012-12-05,14:20,2,0,0,1
2012-12-05,14:40,1,0,0,1
2012-12-05,15:10,1,0,0,1
2012-12-05,16:00,2,0,0,1
2012-12-05,17:20,3,0,0,1
2012-12-05,17:30,2,0,0,1
2012-12-05,17:40,1,0,0,1
2012-12-05,17:50,1,0,0,1
2012-12-05,18:00,2,0,0,1
2012-12-05,19:00,1,0,0,1
2012-12-05,19:40,1,0,0,1
2012-12-05,20:20,1,0,0,1
2012-12-05,20:40,3,0,0,1
2012-12-05,21:00,1,0,0,1
2012-12-05,21:20,1,0,0,1
2012-12-05,22:20,1,0,0,1
2012-12-05,22:50,4,0,0,1
2012-12-05,23:00,3,0,0,1
2012-12-06,14:10,1,0,0,1
2012-12-06,15:40,1,0,0,1
2012-12-06,15:50,2,0,0,1
2012-12-06,16:00,1,0,0,1
2012-12-06,16:10,3,0,0,1
2012-12-06,16:20,2,0,0,1
2012-12-06,16:40,4,0,0,1
2012-12-06,16:50,2,0,0,1
2012-12-06,17:00,5,0,0,1
2012-12-06,17:10,2,0,0,1
2012-12-06,17:30,2,0,0,1
2012-12-06,18:30,2,0,0,1
2012-12-06,18:40,4,0,0,1
2012-12-06,19:00,2,0,0,1
2012-12-06,19:50,3,0,0,1
2012-12-06,20:10,1,0,0,1
2012-12-06,20:50,2,0,0,1
2012-12-06,21:00,2,0,0,1
2012-12-06,21:20,2,0,0,1
2012-12-06,21:50,3,0,0,1
2012-12-06,22:00,1,0,0,1
2012-12-06,22:10,2,0,0,1
2012-12-06,22:30,1,0,0,1
2012-12-06,22:40,2,0,0,1
2012-12-06,22:50,1,0,0,1
2012-12-07,14:40,2,0,0,1
2012-12-07,15:00,1,0,0,1
2012-12-07,15:30,2,0,0,1
2012-12-07,16:30,3,0,0,1
2012-12-07,17:00,3,0,0,1
2012-12-07,17:40,3,0,0,1
2012-12-07,17:50,1,0,0,1
2012-12-07,20:30,3,0,0,1
2012-12-07,20:40,2,0,0,1
2012-12-07,21:00,1,0,0,1
2012-12-07,21:10,1,0,0,1
2012-12-07,21:20,1,0,0,1
2012-12-07,21:30,1,0,0,1
2012-12-10,15:10,4,0,0,1
2012-12-10,16:10,1,0,0,1
2012-12-10,17:20,1,0,0,1
2012-12-10,17:50,1,0,0,1
2012-12-10,18:00,2,0,0,1
2012-12-10,20:30,2,0,0,1
2012-12-10,20:40,1,0,0,1
2012-12-10,21:10,1,0,0,1
2012-12-10,21:40,1,0,0,1
2012-12-10,21:50,1,0,0,1
2012-12-10,22:10,1,0,0,1
2012-12-10,22:40,2,0,0,1
2012-12-10,22:50,2,0,0,1
2012-12-11,01:20,1,0,1,0
2012-12-11,15:10,1,0,0,1
2012-12-11,15:30,1,0,0,1
2012-12-11,17:10,2,0,0,1
2012-12-11,17:20,3,0,0,1
2012-12-11,17:30,1,0,0,1
2012-12-11,17:40,1,0,0,1
2012-12-11,17:50,3,0,0,1
2012-12-11,19:30,3,0,0,1
2012-12-11,20:10,1,0,0,1
2012-12-11,20:20,2,0,0,1
2012-12-11,20:50,1,0,0,1
2012-12-11,21:10,1,0,0,1
2012-12-11,21:20,1,0,0,1
2012-12-11,21:50,1,0,0,1
2012-12-11,22:10,1,0,0,1
2012-12-12,14:10,1,0,0,1
2012-12-12,14:20,2,0,0,1
2012-12-12,14:40,1,0,0,1
2012-12-12,15:20,1,0,0,1
2012-12-12,16:30,1,0,0,1
2012-12-12,17:10,1,0,0,1
2012-12-12,17:40,2,0,0,1
2012-12-12,17:50,1,0,0,1
2012-12-12,18:00,1,0,0,1
2012-12-12,18:30,2,0,0,1
2012-12-12,18:50,1,0,0,1
2012-12-12,19:40,1,0,0,1
2012-12-12,19:50,1,0,0,1
2012-12-12,20:10,1,0,0,1
2012-12-12,20:30,1,0,0,1
2012-12-12,21:00,2,0,0,1
2012-12-12,21:20,1,0,0,1
2012-12-13,17:20,2,0,0,1
2012-12-13,20:00,1,0,0,1
2012-12-13,21:10,3,0,0,1
2012-12-17,19:20,1,0,0,1
2012-12-17,20:20,1,0,0,1
2012-12-17,23:00,1,0,0,1
2012-12-18,18:40,1,0,0,1
2012-12-18,19:00,2,0,0,1
2012-12-18,20:00,1,0,0,1
2012-12-18,20:30,1,0,0,1
2012-12-18,20:40,1,0,0,1
2012-12-18,21:00,1,0,0,1
2012-12-18,21:10,2,0,0,1
2012-12-18,21:30,1,0,0,1
2012-12-18,21:40,1,0,0,1
2012-12-19,15:00,2,0,0,1
2012-12-19,15:10,2,0,0,1
2012-12-19,15:40,1,0,0,1
2012-12-19,16:50,3,0,0,1
2012-12-19,17:00,2,0,0,1
2012-12-19,17:30,1,0,0,1
2012-12-19,17:50,1,0,0,1
2012-12-19,18:30,1,0,0,1
2012-12-19,18:40,1,0,0,1
2012-12-19,19:00,1,0,0,1
2012-12-19,20:10,1,0,0,1
2012-12-19,20:30,1,0,0,1
2012-12-19,21:30,1,0,0,1
2012-12-20,18:30,1,0,0,1
2012-12-20,18:40,3,0,0,1
2012-12-20,18:50,2,0,0,1
2012-12-20,19:10,2,0,0,1
2012-12-20,19:30,4,0,0,1
2012-12-20,19:40,2,0,0,1
2012-12-20,19:50,1,0,0,1
2012-12-20,20:10,1,0,0,1
2012-12-20,20:30,1,0,0,1
2012-12-20,20:40,3,0,0,1
2012-12-20,20:50,1,0,0,1
2012-12-20,21:10,3,0,0,1
2012-12-20,21:20,4,0,0,1
2012-12-20,21:30,2,0,0,1
2012-12-20,21:40,1,0,0,1
2012-12-20,21:50,1,0,0,1
2012-12-20,22:00,1,0,0,1
2012-12-20,22:10,1,0,0,1
2012-12-21,13:40,1,0,0,1
2012-12-21,14:10,1,0,0,1
2012-12-21,14:20,2,0,0,1
2012-12-21,14:40,2,0,0,1
2012-12-21,14:50,1,0,0,1
2012-12-21,15:20,1,0,0,1
2012-12-21,15:30,1,0,0,1
2012-12-21,16:10,1,0,0,1
2012-12-21,16:20,1,0,0,1
2012-12-21,16:40,1,0,0,1
2012-12-21,17:10,1,0,0,1
2012-12-21,18:20,1,0,0,1
2012-12-21,18:40,1,0,0,1
2012-12-21,19:00,1,0,0,1
2012-12-21,19:10,1,0,0,1
2012-12-21,19:40,1,0,0,1
2012-12-21,19:50,2,0,0,1
2012-12-21,20:00,1,0,0,1
2012-12-21,20:10,1,0,0,1
2012-12-21,21:00,1,0,0,1
2012-12-23,14:40,1,0,0,1
2012-12-23,15:00,3,0,0,1
2012-12-26,19:50,1,0,0,1
2012-12-26,21:20,2,0,0,1
2012-12-26,22:20,1,0,0,1
2012-12-26,22:50,2,0,0,1
2012-12-27,18:50,1,0,0,1
2012-12-27,19:30,1,0,0,1
2012-12-27,19:50,1,0,0,1
2012-12-27,20:00,1,0,0,1
2012-12-27,20:50,1,0,0,1
2012-12-27,21:20,1,0,0,1
2012-12-27,22:10,1,0,0,1
2012-12-28,14:10,1,0,0,1
2012-12-28,16:00,7,0,0,1
2012-12-28,16:10,2,0,0,1
2012-12-28,16:30,1,0,0,1
2012-12-28,17:40,1,0,0,1
2012-12-28,17:50,1,0,0,1
2012-12-28,18:10,1,0,0,1
2012-12-28,18:20,1,0,0,1
2012-12-28,18:40,1,0,0,1
2012-12-28,18:50,1,0,0,1
2012-12-28,19:00,1,0,0,1
2012-12-28,19:20,1,0,0,1
2012-12-28,19:40,1,0,0,1
2012-12-28,19:50,1,0,0,1
2012-12-28,20:00,1,0,0,1
2012-12-28,20:20,1,0,0,1
2012-12-28,20:30,1,0,0,1
2012-12-28,20:40,2,0,0,1
2012-12-28,21:00,1,0,0,1
2012-12-28,21:10,2,0,0,1
2012-12-28,21:20,3,0,0,1
2013-01-02,14:50,2,0,0,1
2013-01-02,16:50,1,0,0,1
2013-01-02,17:00,1,0,0,1
2013-01-02,17:30,1,0,0,1
2013-01-02,17:40,2,0,0,1
2013-01-02,18:10,1,0,0,1
2013-01-02,18:20,1,0,0,1
2013-01-02,18:30,1,0,0,1
2013-01-02,18:40,1,0,0,1
2013-01-02,19:10,2,0,0,1
2013-01-02,19:20,3,0,0,1
2013-01-02,20:00,1,0,0,1
2013-01-02,20:10,1,0,0,1
2013-01-02,20:50,1,0,0,1
2013-01-02,21:50,1,0,0,1
2013-01-03,15:20,4,0,0,1
2013-01-03,15:30,3,0,0,1
2013-01-03,16:10,1,0,0,1
2013-01-03,16:20,6,0,0,1
2013-01-03,16:30,1,0,0,1
2013-01-03,16:40,2,0,0,1
2013-01-03,17:10,1,0,0,1
2013-01-03,17:20,3,0,0,1
2013-01-03,17:30,1,0,0,1
2013-01-03,17:40,1,0,0,1
2013-01-03,19:00,2,0,0,1
2013-01-03,19:10,4,0,0,1
2013-01-03,20:20,2,0,0,1
2013-01-03,20:30,1,0,0,1
2013-01-03,21:10,2,0,0,1
2013-01-03,21:20,4,0,0,1
2013-01-03,21:30,3,0,0,1
